text,ground_truth_labels
hi all   my one year old niece has a food particle stuck in her lower gum   it has lodged itself completely inside the gum   tried getting it out using toothbrush and cotton bud   no luck   has anyone faced such a problem    is going to the dentist the only resort   please help   thank you  ,Que
ok thank you     ragi malt is same as ragi powder which we prepare after sprouting ragi     n than this powder with water n milk   right  ,NotQue
lekin dear kerala se ane wale banana maat dene keliye bola rahe he      kya ya sahi he      ,NotQue
use betadine powder it will relax soon,NotQue
main bhi bhot pareshan thi is chig se abhi jb baby ko vaccination kraya toh maine doctor ko btaya is bare me vo bta rhi thi apka baby 7 month running h 250 ml water dena pure ek din bt ye ek sip bhi nhi leta h pani ka to doctor ne btaya 2 mishri dal do pani me r ab vhi kr rhi ye pura pani pi leta   ,NotQue
helo my baby is 8 month old cow milk peeta ha but 1 week se fedr ko rejct kr raha ha milk nai pi ra baqi sab kha raha ha m worried agr nazar lagi ha to nazar utarny ka tarika b btaein,Que
hiii m baby 18 month old        she dont eat anything from 2 days        she dont like anything          what healthy food i can give her        n she dont sleep also      her sleep is less from day she born     wat i can do to make her sleep,Que
which gutti best for 2 months baby girl,Que
hai frnds    i am 8th mnth pregnant  how to increase baby weight  ,Que
my baby is 7 months old i hav started semi solids to him 2 tyms a day so how many tyms should i give him milk n in wat interval n wat quantity of formula tia,Que
my baby is not able to pass motion       even if a day is missed she feels very restless,Que
every mother in law cant accept daughter in law as a  daughter,NotQue
hi beautiful ladies kl se mere ear mai dard ho rha h pls help me by giving ur suggestion thank u,Que
kya aapka baccha bhi phone pe laga raheta hain   kya aap apne bache ke swasth ko le kar pareshan hain   kya aapka bacha abhi tak bolna shuru nahi kuya hain    join this group where we discuss all these problems and solutions    https  www  facebook  comgroups1398172130280892  is your child also a phone on phone   are you upset by taking the healthy of your left   is your leftovers not starting to speak yet      join this group where we discuss all these problems and solutions      https  www  facebook  comgroups1398172130280892    rate this translation,Que
cant say richa   every baby is different     consult your doc,NotQue
hello mommies    my baby is 1  8 uears old    she is having high fever    nd tommrw i hve to go out of station    how can i cure her so tht she may be alright till tommrw  plz help  ,Que
hii all    mujhe one month se khansi  cough   h      koi best home remedy bta do plz,Que
no man studies hv shown that it contains such substance which can cause uterus cancer when my daughter was born the same day my doc suggested me nt to apply powder to my daughter at her private parts,NotQue
i also want to know same thing please let me know  ,NotQue
please change her doctor and run all the test including allergy   give her lots of water to drink   if the throat infection keeps coming back   means first off it has not been cured properly   please have the expertise of more then one doctor   god bless your baby   i hope she gets well soon  ,NotQue
main sarso pillow pe usko 3 month tk sula rahi thi par uska head piche se flat chapta jaisa ho gaya fir kuch logo ne kha ki sarso pillow se ho gaya hai flat   ab gol kaise hoga,NotQue
its normal dear     dont worry     meri daughter ko bhi tha   but after 4th month normal ho gayi     so let it be    ,NotQue
you have to compulsory wake her up n feed   after every 2 hours u need to do this  ,NotQue
give immunity boosting food to your baby    we have a blog on immunity boosting food   click on the link and please read https  www  babydestination  comsearchimmunity,NotQue
is it safe        what is the benefit of gripe water     is it useful for gas problems in babies  ,NotQue
can you share a link of lactonic granule to buy online     tried and tested brand,NotQue
which vaccine do u mean       regular vaccination from birth or any other vaccine,NotQue
travelled by air with 23 days baby     just feed baby while take off n landing if u r going by air,NotQue
how to teach my child to be honest  ,Que
hlo mummys muje ek bat janna hai kis kis k ghr me baby ko le k ye qsn kia jata unke baby ko dekho wo kitna acha se rhta uski mom ye khana deti usko dusro ki mom se hm log ki tulnaa ki jati h jb ki sb mother khud hi best krti h phr v logo ko problem hoti h koe na koe roj do bat suna deta h plz btayee,Que
hello mommies       mera son 5 month ka hai   uski skin bahot dry hai aur back pe skin rough lag rahi hai       what should i do  ,Que
hello admin ji  its to much urgnt  mam mara bhatija ko br br poty aa rhi h 3 month nd 10 days ka h nd uski poty mai bht badbu aa rhi h poty mai pani pani aa rha h  pls kuch suggest kijiya doc ko b dikhaaaa diyaaaa  thnx pls kuch btiyaaa,Que
meri beti 11 mnth ki h me use kal cow milk diya fst time to wo din var ulti kiya kya karu jo wo ulti na kare help me plz    ,Que
hie    my daughter is 4months old    she is hvng cough    pls tell ny cure    ,Que
my baby has completed his 10 months        what is the best time to do his photo shoot  ,Que
hi am mother to 7 month old twins   since i joined back to work my breastmilk has reduced drastically its bcum 10  15ml per day   please advise me how to increase my breastmilk supply   ,Que
my baby is of 11 month old and from 2 days she is passing urine only 5 times in gap of 34 hr in 24 hrs earlier she used to pass nearly 10 times or more in less interval of time what could be the reason fr this m giving her plenty of water   should i consult doc    ,Que
frnds need ur help me apne 7 month baby k sath bahar jaa rhi hu 34 din k liye to kya m disposable bowls spoon glass carry kr sakti hu pls tell,Que
hy moms kya viral fever 102103 tk bhi rhta h meri 10 month baby ko 3 din se fever h   medicne deti hu to km ho jata h thn 56 hours bad phr high fever ho jata h   bhut tenshn me hu ki ya viral fever h ya kch or   uske teeth bhi aa rhe h bt 5 aa chuke h     plz hlp me out,Que
u cant detect gender by heartbeat      nd i think there is no need also    ,NotQue
meri beti k under arms me hai she is only 9yrs wht can i do,NotQue
my baby is 20 months old       uske eye lashes nhi hai       uske liye kse kajal bnau or kse  ,Que
helloo to all lovely moms mera baby 2years ka hone wala hai vo b  m lena nhi chorr rha hai bht zid krta hai feed ke liye    nyt mein to feed hi leta rehta hai jbki use khila pila ke sulati hoon day tym tummy full hone ke baad bhi samne beth jau to bas booboo        kya kru friends feed churwana hai        ,Que
hi   mera baby 14mnths ka hai    usko cow milk kab aur kaise doon  ,Que
neo peptine       2    3    times for indigestion       is prescribed by doctors      ,NotQue
hello moms mera 30 month ka baby hai   always sweet food hi like karta hai salty food nahi khata kya karu   weight bhi kam hi hai,Que
u can put malunggay leaves in your dishes or shellfish dishes  ,NotQue
hii moms my first posting  meri beti 18 month ki ha ussa loose motion ho gay h plz suggest ma ussa kya du,Que
banana ya curd do ors b dete rho pani ki kmi ni hogi breastfeed pr hi to ap b thoda khane ka parhej kro garam chije avoid kro like mangoes  ,NotQue
hi frnds      i have pigmentation on my face n it is very dark      plz suggest any remedy or medicine u r using to lighten it      tia,Que
ragi ko nacchani bhi bolte hain          kuttu ka aata is different,NotQue
my baby got red rashes on his thighs   any remedy to cure it  ,Que
hello mommies pls help me soon         i have much pain in my nipples         n breasts too         its tuff for me to feed my baby         wat should i do         pls help soon,Que
why do babies need vitamin d,Que
my child doesnt like to eat egg   can you suggest some recipes that can be made using egg   which my child will relish    ,Que
hi momies its about me i feel very blotted one week before my period date any home remedies,Que
